,0,1,2,3,4,5,6,7,8
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,1,"LeBron James, SF",CLE,74,37.8,6.49,1.93,8.42,20.43
2,2,"Stephen Curry, PG",GS,79,33.4,7.27,0.14,7.41,18.80
3,3,"Jimmy Butler, SG",CHI,76,37.0,4.82,1.80,6.62,17.35
4,4,"Russell Westbrook, PG",OKC,81,34.6,6.74,-0.47,6.27,17.34
5,5,"Draymond Green, PF",GS,76,32.5,1.55,5.59,7.14,16.84
6,6,"Rudy Gobert, C",UTAH,81,33.9,0.35,6.02,6.37,15.55
7,7,"James Harden, PG",HOU,81,36.4,6.38,-1.57,4.81,15.54
8,8,"Kawhi Leonard, SF",SA,74,33.4,5.83,1.25,7.08,15.53
9,9,"Chris Paul, PG",LAC,61,31.5,5.16,2.76,7.92,13.48
10,10,"Nikola Jokic, C",DEN,73,27.9,4.44,2.29,6.73,13.18
11,11,"Giannis Antetokounmpo, PF",MIL,80,35.6,2.35,1.86,4.21,13.00
12,12,"Anthony Davis, PF",NO,75,36.1,0.45,3.90,4.35,12.81
13,13,"Kyle Lowry, PG",TOR,60,37.4,4.70,1.18,5.88,12.67
14,14,"DeAndre Jordan, C",LAC,81,31.7,1.11,3.44,4.55,12.59
15,15,"Kevin Durant, SF",GS,62,33.4,4.41,1.33,5.74,12.24
16,16,"Paul Millsap, PF",ATL,69,34.0,1.23,3.35,4.58,11.51
17,17,"DeMarcus Cousins, C",NO/SAC,72,34.2,3.56,0.64,4.20,11.26
18,18,"Otto Porter Jr., SF",WSH,80,32.6,3.12,0.44,3.56,11.21
19,19,"Damian Lillard, PG",POR,75,35.9,4.63,-1.49,3.14,10.72
20,20,"Jae Crowder, PF",BOS,72,32.4,2.20,1.69,3.89,10.52
21,21,"Mike Conley, PG",MEM,69,33.2,4.67,-0.20,4.47,10.50
22,22,"Karl-Anthony Towns, C",MIN,82,37.0,3.54,-1.41,2.13,10.00
23,23,"Kemba Walker, PG",CHA,79,34.7,3.93,-1.25,2.68,9.95
24,24,"John Wall, PG",WSH,78,36.4,3.52,-1.26,2.26,9.90
25,25,"Kevin Love, C",CLE,60,31.4,2.77,2.26,5.03,9.76
26,26,"Gorgui Dieng, C",MIN,82,32.4,-0.80,3.52,2.72,9.73
27,27,"Paul George, SF",IND,75,35.9,2.67,-0.09,2.58,9.72
28,28,"Klay Thompson, SG",GS,78,34.0,2.78,-0.45,2.33,9.53
29,29,"Gordon Hayward, SF",UTAH,73,34.5,3.14,-0.08,3.06,9.45
30,30,"Myles Turner, C",IND,81,31.4,0.09,2.57,2.66,9.31
31,31,"Trevor Ariza, SF",HOU,80,34.7,0.86,1.07,1.93,9.29
32,32,"Bradley Beal, SG",WSH,77,34.9,3.29,-1.04,2.25,9.26
33,33,"Robert Covington, SF",PHI,67,31.6,-0.77,4.32,3.55,9.23
34,34,"Blake Griffin, PF",LAC,61,34.0,3.02,0.76,3.78,9.20
35,35,"Andre Iguodala, SF",GS,76,26.3,2.01,1.52,3.53,8.72
36,36,"Ricky Rubio, PG",MIN,75,32.9,1.73,0.76,2.49,8.72
37,37,"Marc Gasol, C",MEM,74,34.2,1.86,0.72,2.58,8.69
38,38,"Danilo Gallinari, SF",DEN,63,33.9,2.67,0.21,2.88,8.39
39,39,"Kyrie Irving, PG",CLE,72,35.1,4.35,-2.30,2.05,8.28
40,40,"Isaiah Thomas, PG",BOS,76,33.8,5.72,-3.89,1.83,8.19
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,41,"Hassan Whiteside, C",MIA,77,32.6,-0.69,2.72,2.03,8.15
2,42,"Jeff Teague, PG",IND,82,32.4,1.86,-0.22,1.64,8.08
3,43,"Markieff Morris, PF",WSH,76,31.2,-0.55,2.41,1.86,7.61
4,44,"Brook Lopez, C",BKN,75,29.6,1.40,0.55,1.95,7.59
5,45,"Patrick Beverley, PG",HOU,67,30.7,1.11,1.37,2.48,7.56
6,46,"CJ McCollum, SG",POR,80,35.0,3.01,-1.87,1.14,7.52
7,47,"James Johnson, PF",MIA,76,27.4,0.42,1.94,2.36,7.31
8,48,"Amir Johnson, C",BOS,80,20.1,0.22,3.58,3.80,7.02
9,49,"Steven Adams, C",OKC,80,29.9,-0.30,1.68,1.38,7.01
10,50,"Cody Zeller, C",CHA,62,27.8,-0.07,3.42,3.35,6.97
11,51,"Al Horford, PF",BOS,68,32.3,0.76,1.06,1.82,6.93
12,52,"Jrue Holiday, PG",NO,67,32.7,0.64,1.18,1.82,6.89
13,53,"Victor Oladipo, SG",OKC,67,33.2,0.10,1.56,1.66,6.88
14,54,"Eric Bledsoe, PG",PHX,66,33.0,2.33,-0.64,1.69,6.85
15,55,"Ersan Ilyasova, PF",ATL/PHI/OKC,82,26.1,0.98,0.74,1.72,6.83
16,56,"Lou Williams, SG",HOU/LAL,81,24.6,3.65,-1.68,1.97,6.73
17,57,"Nicolas Batum, SG",CHA,77,34.0,1.30,-0.35,0.95,6.73
18,58,"Andre Roberson, SG",OKC,79,30.1,-1.40,2.64,1.24,6.73
19,59,"Joe Ingles, SF",UTAH,82,24.0,2.29,0.26,2.55,6.68
20,60,"Tobias Harris, SF",DET,82,31.3,1.19,-0.25,0.94,6.55
21,61,"Kristaps Porzingis, PF",NY,66,32.8,-0.31,1.90,1.59,6.54
22,62,"Ryan Anderson, PF",HOU,72,29.4,1.63,-0.12,1.51,6.46
23,63,"Eric Gordon, SG",HOU,75,31.0,1.51,-0.48,1.03,6.36
24,64,"Goran Dragic, PG",MIA,73,33.7,2.54,-1.62,0.92,6.30
25,65,"George Hill, PG",UTAH,49,31.5,2.64,1.11,3.75,6.28
26,66,"PJ Tucker, SF",PHX/TOR,81,27.6,-0.69,1.78,1.09,5.98
27,67,"Marcus Smart, PG",BOS,79,30.4,0.26,0.49,0.75,5.98
28,68,"Marcus Morris, PF",DET,79,32.5,-0.11,0.63,0.52,5.85
29,69,"LaMarcus Aldridge, PF",SA,72,32.4,-0.09,1.05,0.96,5.79
30,70,"Serge Ibaka, PF",ORL/TOR,79,30.7,-0.51,1.08,0.57,5.70
31,71,"Nikola Mirotic, PF",CHI,70,24.0,0.92,1.31,2.23,5.69
32,72,"Maurice Harkless, SF",POR,77,28.9,0.38,0.49,0.87,5.67
33,73,"Thaddeus Young, PF",IND,74,30.2,-1.09,1.94,0.85,5.66
34,74,"Malcolm Brogdon, PG",MIL,75,26.4,1.86,-0.42,1.44,5.66
35,75,"Dwight Howard, C",ATL,74,29.7,-1.70,2.60,0.90,5.65
36,76,"Mason Plumlee, C",DEN/POR,81,26.5,0.71,0.22,0.93,5.60
37,77,"Pau Gasol, C",SA,64,25.4,0.86,1.49,2.35,5.48
38,78,"DeMar DeRozan, SG",TOR,74,35.4,2.21,-2.04,0.17,5.46
39,79,"Tim Hardaway Jr., SF",ATL,79,27.3,1.90,-1.08,0.82,5.45
40,80,"Nikola Vucevic, C",ORL,75,28.8,-1.38,2.15,0.77,5.44
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,81,"Patrick Patterson, PF",TOR,65,24.6,1.05,1.26,2.31,5.40
2,82,"Solomon Hill, SF",NO,80,29.7,-1.06,1.49,0.43,5.40
3,83,"Elfrid Payton, PG",ORL,82,29.4,1.12,-0.78,0.34,5.38
4,84,"Greg Monroe, C",MIL,81,22.5,1.08,0.47,1.55,5.34
5,85,"Aaron Gordon, PF",ORL,80,28.7,1.25,-0.78,0.47,5.32
6,86,"Michael Kidd-Gilchrist, SF",CHA,81,29.0,-1.97,2.47,0.50,5.31
7,87,"Carmelo Anthony, PF",NY,74,34.3,1.87,-1.75,0.12,5.26
8,88,"Zaza Pachulia, C",GS,70,18.1,-0.31,3.23,2.92,5.12
9,89,"Wesley Matthews, SG",DAL,73,34.2,0.09,0.11,0.20,5.06
10,90,"Marcin Gortat, C",WSH,82,31.2,-1.25,1.18,-0.07,5.01
11,91,"Patty Mills, PG",SA,80,21.9,2.53,-1.26,1.27,4.86
12,92,"Al-Farouq Aminu, PF",POR,61,29.1,-1.86,3.13,1.27,4.86
13,93,"Danny Green, SG",SA,68,26.6,-0.45,1.71,1.26,4.83
14,94,"Vince Carter, SG",MEM,73,24.7,1.36,-0.06,1.30,4.81
15,95,"Harrison Barnes, SF",DAL,79,35.5,-0.44,0.11,-0.33,4.78
16,96,"Tyler Johnson, SG",MIA,73,29.8,0.13,0.18,0.31,4.72
17,97,"DeMarre Carroll, SF",TOR,72,26.1,0.00,0.83,0.83,4.66
18,98,"Manu Ginobili, SG",SA,69,18.7,1.43,1.00,2.43,4.64
19,99,"Tristan Thompson, C",CLE,78,29.9,-1.31,1.31,0.00,4.62
20,100,"Seth Curry, SG",DAL,70,29.0,0.52,0.01,0.53,4.51
21,101,"Dewayne Dedmon, C",SA,76,17.5,-1.63,3.94,2.31,4.49
22,102,"Ish Smith, PG",DET,81,24.1,0.28,0.25,0.53,4.48
23,103,"Luc Mbah a Moute, PF",LAC,80,22.3,-1.56,2.32,0.76,4.43
24,104,"Frank Kaminsky, PF",CHA,75,26.1,0.96,-0.51,0.45,4.40
25,105,"Nene Hilario, C",HOU,67,17.9,-1.31,3.62,2.31,4.39
26,106,"Marvin Williams, PF",CHA,76,30.2,-0.02,-0.07,-0.09,4.36
27,107,"Andre Drummond, C",DET,81,29.7,-1.80,1.55,-0.25,4.33
28,108,"Taj Gibson, PF",CHI/OKC,78,25.5,-1.76,2.02,0.26,4.29
29,109,"Gary Harris, SG",DEN,57,31.3,2.88,-2.37,0.51,4.29
30,110,"Jameer Nelson, PG",DEN,75,27.3,0.45,-0.44,0.01,4.17
31,111,"Jonas Valanciunas, C",TOR,80,25.8,-0.74,0.75,0.01,4.06
32,112,"Terrence Ross, SG",ORL/TOR,78,25.1,1.36,-1.23,0.13,4.06
33,113,"Lucas Nogueira, C",TOR,57,19.1,-0.61,3.34,2.73,4.03
34,114,"Kentavious Caldwell-Pope, SG",DET,76,33.3,0.71,-1.31,-0.60,4.02
35,115,"David Lee, PF",SA,79,18.7,-0.38,1.50,1.12,3.98
36,116,"Jared Dudley, SF",PHX,64,21.3,-0.67,1.89,1.22,3.94
37,117,"JaMychal Green, PF",MEM,77,27.3,-0.41,0.39,-0.02,3.94
38,118,"JJ Redick, SG",LAC,78,28.2,1.73,-2.11,-0.38,3.86
39,119,"CJ Miles, SF",IND,76,23.4,1.30,-0.95,0.35,3.85
40,120,"Nick Young, SG",LAL,60,25.9,2.28,-1.63,0.65,3.82
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,121,"Larry Nance Jr., PF",LAL,63,22.9,-1.26,2.16,0.90,3.79
2,122,"Tony Allen, SG",MEM,71,27.0,-2.03,2.15,0.12,3.76
3,123,"Channing Frye, PF",CLE,74,18.9,1.62,-0.58,1.04,3.70
4,124,"Marreese Speights, PF",LAC,82,15.7,0.67,0.69,1.36,3.66
5,125,"Wayne Ellington, SG",MIA,62,24.2,2.26,-1.60,0.66,3.58
6,126,"Tyson Chandler, C",PHX,47,27.6,-1.06,2.20,1.14,3.55
7,127,"Thabo Sefolosha, SF",ATL,62,25.7,-1.93,2.27,0.34,3.55
8,128,"Kelly Olynyk, PF",BOS,75,20.5,-0.31,0.81,0.50,3.54
9,129,"Darren Collison, PG",SAC,68,30.3,1.06,-1.47,-0.41,3.44
10,130,"Courtney Lee, SG",NY,77,31.9,0.58,-1.51,-0.93,3.40
11,131,"Jusuf Nurkic, C",DEN/POR,65,21.4,-2.11,2.73,0.62,3.32
12,132,"Trevor Booker, PF",BKN,71,24.7,-2.29,2.00,-0.29,3.30
13,133,"Tony Snell, SG",MIL,80,29.2,-0.02,-0.85,-0.87,3.29
14,134,"Rondae Hollis-Jefferson, SF",BKN,78,22.6,-2.16,1.78,-0.38,3.29
15,135,"Devin Booker, SG",PHX,78,35.0,1.28,-2.58,-1.30,3.29
16,136,"Nemanja Bjelica, PF",MIN,65,18.3,-0.71,1.94,1.23,3.24
17,137,"Rudy Gay, SF",SAC,30,33.8,-0.21,1.96,1.75,3.10
18,138,"Jerian Grant, PG",CHI,63,16.3,0.50,1.07,1.57,3.03
19,139,"Dirk Nowitzki, C",DAL,54,26.4,-0.38,0.64,0.26,3.02
20,140,"Deron Williams, PG",CLE/DAL,64,25.9,0.69,-0.91,-0.22,2.95
21,141,"Nerlens Noel, C",DAL/PHI,51,20.5,-1.33,2.58,1.25,2.95
22,142,"Andrew Wiggins, SF",MIN,82,37.2,1.56,-3.16,-1.60,2.94
23,143,"Evan Fournier, SG",ORL,68,32.9,0.07,-1.17,-1.10,2.89
24,144,"Justin Holiday, SG",NY,82,20.0,-0.58,0.25,-0.33,2.87
25,145,"T.J. McConnell, PG",PHI,81,26.3,-1.32,0.23,-1.09,2.86
26,146,"Kyle Anderson, SF",SA,72,14.2,-1.81,3.11,1.30,2.84
27,147,"Clint Capela, C",HOU,65,23.9,-1.47,1.12,-0.35,2.82
28,148,"Jason Terry, SG",MIL,74,18.4,-0.41,0.61,0.20,2.81
29,149,"David West, PF",GS,68,12.6,-1.47,3.54,2.07,2.81
30,150,"Dion Waiters, SG",MIA,46,30.1,0.12,-0.07,0.05,2.80
31,151,"Kosta Koufos, C",SAC,71,20.0,-2.78,2.83,0.05,2.79
32,152,"Jon Leuer, PF",DET,75,25.9,-1.43,0.58,-0.85,2.78
33,153,"Luol Deng, SF",LAL,56,26.5,-1.87,1.54,-0.33,2.69
34,154,"Wilson Chandler, SF",DEN,71,30.9,0.30,-1.54,-1.24,2.69
35,155,"Garrett Temple, SF",SAC,65,26.6,-0.14,-0.46,-0.60,2.67
36,156,"Ty Lawson, PG",SAC,69,25.1,0.49,-1.21,-0.72,2.63
37,157,"Aron Baynes, C",DET,75,15.5,-2.45,2.93,0.48,2.63
38,158,"Jabari Parker, PF",MIL,51,33.9,0.83,-1.61,-0.78,2.59
39,159,"Joe Johnson, SG",UTAH,78,23.6,0.79,-1.56,-0.77,2.58
40,160,"Devin Harris, PG",DAL,65,16.7,0.38,0.32,0.70,2.58
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,161,"Dwyane Wade, SG",CHI,60,29.9,-0.45,-0.46,-0.91,2.52
2,162,"Luke Babbitt, SF",MIA,68,15.7,-0.64,1.24,0.60,2.50
3,163,"James Ennis III, SF",MEM,64,23.5,-1.13,1.40,0.27,2.48
4,164,"Joel Embiid, C",PHI,31,25.4,-0.57,2.27,1.70,2.46
5,165,"Khris Middleton, SF",MIL,29,30.7,0.14,1.26,1.40,2.44
6,166,"Iman Shumpert, SG",CLE,76,25.5,-0.98,-0.16,-1.14,2.43
7,167,"Robin Lopez, C",CHI,81,28.0,-2.07,0.63,-1.44,2.42
8,168,"Kent Bazemore, SG",ATL,73,26.9,-0.69,-0.50,-1.19,2.41
9,169,"Enes Kanter, C",OKC,72,21.3,0.56,-1.24,-0.68,2.40
10,170,"Willy Hernangomez, C",NY,72,18.4,-0.75,0.40,-0.35,2.37
11,171,"Kyle O'Quinn, C",NY,79,15.6,-1.28,1.16,-0.12,2.31
12,172,"Dante Cunningham, SF",NO,66,25.0,-0.37,-0.56,-0.93,2.29
13,173,"Spencer Dinwiddie, PG",BKN,59,22.6,-0.80,0.31,-0.49,2.29
14,174,"Rodney Hood, SG",UTAH,59,27.0,-0.26,-0.51,-0.77,2.23
15,175,"Salah Mejri, C",DAL,73,12.4,-2.71,3.66,0.95,2.23
16,176,"Jeremy Lin, PG",BKN,36,24.5,0.48,-0.03,0.45,2.21
17,177,"Will Barton, SF",DEN,60,28.4,0.05,-1.20,-1.15,2.20
18,178,"Marco Belinelli, SG",CHA,74,24.0,0.67,-1.87,-1.20,2.15
19,179,"Brandon Jennings, PG",NY/WSH,81,22.2,0.25,-1.50,-1.25,2.15
20,180,"Mike Muscala, PF",ATL,70,17.7,-0.02,-0.36,-0.38,2.11
21,181,"Matt Barnes, SF",GS/SAC,74,24.0,-1.18,-0.09,-1.27,2.07
22,182,"JaVale McGee, C",GS,77,9.6,0.83,0.11,0.94,2.04
23,183,"Rodney McGruder, SG",MIA,78,25.2,-0.58,-0.90,-1.48,2.04
24,184,"Richaun Holmes, PF",PHI,57,20.9,-0.32,-0.18,-0.50,2.01
25,185,"Corey Brewer, SF",HOU/LAL,82,15.6,-1.75,1.00,-0.75,1.99
26,186,"Jonathon Simmons, SF",SA,78,17.8,-2.03,1.12,-0.91,1.94
27,187,"Anthony Tolliver, PF",SAC,65,22.7,-0.07,-0.97,-1.04,1.93
28,188,"Jamal Murray, PG",DEN,82,21.5,0.06,-1.57,-1.51,1.86
29,189,"Zach Randolph, PF",MEM,73,24.5,-0.37,-1.05,-1.42,1.83
30,190,"Julius Randle, PF",LAL,74,28.8,-0.79,-1.03,-1.82,1.83
31,191,"Tarik Black, PF",LAL,67,16.3,-2.50,1.96,-0.54,1.81
32,192,"Jason Smith, PF",WSH,74,14.4,-1.08,0.54,-0.54,1.75
33,193,"Alan Williams, PF",PHX,47,15.1,-0.94,1.49,0.55,1.75
34,194,"Dario Saric, PF",PHI,81,26.3,-1.25,-0.62,-1.87,1.74
35,195,"Derrick Favors, PF",UTAH,50,23.7,-2.76,2.06,-0.70,1.73
36,196,"Willie Cauley-Stein, C",SAC,75,18.9,-2.07,0.90,-1.17,1.72
37,197,"D'Angelo Russell, PG",LAL,63,28.7,0.75,-2.45,-1.70,1.69
38,198,"Terry Rozier, PG",BOS,74,17.1,-1.05,-0.01,-1.06,1.65
39,199,"Davis Bertans, C",SA,67,12.1,0.07,-0.01,0.06,1.64
40,200,"Sam Dekker, SF",HOU,77,18.4,0.05,-1.42,-1.37,1.64
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,201,"Jonas Jerebko, PF",BOS,78,15.8,-0.89,-0.14,-1.03,1.63
2,202,"Norman Powell, SF",TOR,76,18.0,-0.24,-1.01,-1.25,1.63
3,203,"Austin Rivers, PG",LAC,74,27.8,-0.17,-1.73,-1.90,1.62
4,204,"Dwight Powell, C",DAL,77,17.3,-0.66,-0.51,-1.17,1.58
5,205,"Josh Richardson, SF",MIA,53,30.5,-1.63,0.06,-1.57,1.57
6,206,"Matthew Dellavedova, PG",MIL,76,26.1,-0.88,-1.01,-1.89,1.54
7,207,"Caris LeVert, SG",BKN,57,21.7,-0.46,-0.84,-1.30,1.53
8,208,"Richard Jefferson, SF",CLE,79,20.4,-1.16,-0.48,-1.64,1.51
9,209,"Rajon Rondo, PG",CHI,69,26.7,-1.35,-0.49,-1.84,1.51
10,210,"E'Twaun Moore, SF",NO,73,24.9,-0.24,-1.58,-1.82,1.50
11,211,"Montrezl Harrell, PF",HOU,58,18.3,-0.39,-0.60,-0.99,1.50
12,212,"Meyers Leonard, C",POR,74,16.5,-1.50,0.26,-1.24,1.48
13,213,"Langston Galloway, SG",NO/SAC,74,20.2,0.10,-1.65,-1.55,1.46
14,214,"Ian Mahinmi, C",WSH,31,17.9,-2.22,3.11,0.89,1.44
15,215,"Tony Parker, PG",SA,63,25.2,-0.69,-0.97,-1.66,1.42
16,216,"Tyus Jones, PG",MIN,60,12.9,0.11,-0.34,-0.23,1.40
17,217,"Andrew Harrison, SG",MEM,72,20.5,-1.20,-0.38,-1.58,1.38
18,218,"JR Smith, SG",CLE,41,29.0,-0.32,-0.98,-1.30,1.37
19,219,"TJ Warren, SF",PHX,66,31.0,0.30,-2.44,-2.14,1.34
20,220,"Joakim Noah, C",NY,46,22.1,-2.23,1.17,-1.06,1.32
21,221,"Jeremy Lamb, SG",CHA,62,18.4,0.04,-1.32,-1.28,1.31
22,222,"Willie Reed, C",MIA,71,14.5,-2.42,1.25,-1.17,1.28
23,223,"Cristiano Felicio, C",CHI,66,15.8,-1.55,0.39,-1.16,1.28
24,224,"Kenneth Faried, PF",DEN,61,21.2,-0.07,-1.55,-1.62,1.27
25,225,"Roy Hibbert, C",DEN/CHA,48,14.2,-2.48,2.08,-0.40,1.21
26,226,"Andrew Bogut, C",CLE/DAL,27,21.6,-4.01,4.34,0.33,1.20
27,227,"Taurean Prince, SF",ATL,59,16.6,-3.70,2.47,-1.23,1.20
28,228,"Derrick Rose, PG",NY,64,32.5,0.11,-2.36,-2.25,1.17
29,229,"Mirza Teletovic, PF",MIL,70,16.2,-1.05,-0.44,-1.49,1.16
30,230,"Domantas Sabonis, C",OKC,81,20.1,-3.90,1.86,-2.04,1.14
31,231,"Avery Bradley, SG",BOS,55,33.4,-0.44,-1.72,-2.16,1.13
32,232,"Timothe Luwawu-Cabarrot, SG",PHI,69,17.2,-2.27,0.57,-1.70,1.11
33,233,"Glenn Robinson III, SG",IND,69,20.7,-1.25,-0.67,-1.92,1.10
34,234,"Dennis Schroder, PG",ATL,79,31.5,0.31,-2.76,-2.45,1.07
35,235,"John Henson, C",MIL,58,19.4,-3.42,1.79,-1.63,1.05
36,236,"Cole Aldrich, C",MIN,62,8.6,-1.82,1.83,0.01,1.04
37,237,"Wesley Johnson, SF",LAC,68,11.9,-3.79,2.62,-1.17,1.01
